Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
CC1=Nc2ccccc2C1=C1C(=O)N(c2ccccc2)C(=O)c2ccccc21,1,1,300,300,1,[300],0.3888101,0.3888101,0.3888101,[0.3888101],-0.1155291,-0.1155291,-0.1155291,[-0.1155291],2,2,2.0,2,[2],{'CC1=Nc2ccccc2C1=C1C(=O)N(c2ccccc2)C(=O)c2ccccc21'},1,1.0
CC1=Nc2ccccc2C1=C1c2ccccc2Oc2ccccc21,1,1,160,160,1,[160],0.3660116,0.3660116,0.3660116,[0.3660116],0.1210193,0.1210193,0.1210193,[0.1210193],2,2,2.0,2,[2],{'CC1=Nc2ccccc2C1=C1c2ccccc2Oc2ccccc21'},1,1.0
CC1=Nc2ccccc2C2CC(=O)C3=C(CC4CCC4(C)C(C)C3)N12,1,1,20,20,1,[20],0.1094075,0.1094075,0.1094075,[0.1094075],0.108207,0.108207,0.108207,[0.108207],2,2,2.0,2,[2],{'CC1=Nc2ccccc2C2CC(=O)C3=C(CC4CCC4(C)C(C)C3)N12'},1,1.0
CC1=[N+](C)[N+]2=C(c3ccccc3F)c3cccn3[B-](F)(F)C2=C(c2cc(Br)n(C)c2)c2cccn2[B-]1(F)F,1,1,300,300,1,[300],0.5078369,0.5078369,0.5078369,[0.5078369],0.00720185,0.00720185,0.00720185,[0.00720185],2,2,2.0,2,[2],{'CC1=[N+](C)[N+]2=C(c3ccccc3F)c3cccn3[B-](F)(F)C2=C(c2cc(Br)n(C)c2)c2cccn2[B-]1(F)F'},1,1.0
CC1=[N+]([O-])C(=C2C=C(c3cccnc3)c3cccn3[B-]2(F)F)c2ccccc21,1,1,380,380,1,[380],0.5925077,0.5925077,0.5925077,[0.5925077],0.0647649999999999,0.0647649999999999,0.0647649999999999,[0.0647649999999999],2,2,2.0,2,[2],{'CC1=[N+]([O-])C(=C2C=C(c3cccnc3)c3cccn3[B-]2(F)F)c2ccccc21'},1,1.0
CC1=[N+]([O-])c2ccccc2C1=C1C(=O)N(c2ccccc2)c2ccccc21,1,1,190,190,1,[190],0.6069492,0.6069492,0.6069492,[0.6069492],0.3333062999999999,0.3333062999999999,0.3333062999999999,[0.3333062999999999],2,2,2.0,2,[2],{'CC1=[N+]([O-])c2ccccc2C1=C1C(=O)N(c2ccccc2)c2ccccc21'},1,1.0
CC1=[N+](c2cc(C)ccc2C)C(=Cc2c3ccccc3cc3ccccc23)[B-](F)(F)n2c(C)cc(C)c21,1,1,400,400,1,[400],0.5365095,0.5365095,0.5365095,[0.5365095],0.0425521999999999,0.0425521999999999,0.0425521999999999,[0.0425521999999999],2,2,2.0,2,[2],{'CC1=[N+](c2cc(C)ccc2C)C(=Cc2c3ccccc3cc3ccccc23)[B-](F)(F)n2c(C)cc(C)c21'},1,1.0
CC1=[N+](c2ccccc2)C2=C(c3ccccn3)c3cc(Cl)cn3[B-](F)(F)C2=C1,1,1,370,370,1,[370],0.5427792,0.5427792,0.5427792,[0.5427792],0.0307612999999999,0.0307612999999999,0.0307612999999999,[0.0307612999999999],2,2,2.0,2,[2],{'CC1=[N+](c2ccccc2)C2=C(c3ccccn3)c3cc(Cl)cn3[B-](F)(F)C2=C1'},1,1.0
CC1=[N+](c2ccccc2)[B-](F)(F)N(c2ccccc2)c2ccccc21,1,1,340,340,1,[340],0.2347724,0.2347724,0.2347724,[0.2347724],-0.27368875,-0.27368875,-0.27368875,[-0.27368875],2,2,2.0,2,[2],{'CC1=[N+](c2ccccc2)[B-](F)(F)N(c2ccccc2)c2ccccc21'},1,1.0
CC1=[N+](c2ccccc2)[B-](F)(F)[N+]2=C(Br)[B-](F)(F)n3cccc3C(c3ccccc3)=C12,1,1,250,250,1,[250],0.5359017,0.5359017,0.5359017,[0.5359017],0.1420184,0.1420184,0.1420184,[0.1420184],2,2,2.0,2,[2],{'CC1=[N+](c2ccccc2)[B-](F)(F)[N+]2=C(Br)[B-](F)(F)n3cccc3C(c3ccccc3)=C12'},1,1.0
CC1=[N+]2C(=C(c3c(F)c(F)c(F)c(F)c3F)c3cccn3[B-]2(F)F)C=C1c1ccccc1,1,1,330,330,1,[330],0.6098614,0.6098614,0.6098614,[0.6098614],0.1276868,0.1276868,0.1276868,[0.1276868],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3c(F)c(F)c(F)c(F)c3F)c3cccn3[B-]2(F)F)C=C1c1ccccc1'},1,1.0
CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3cccn3[B-]2(F)F)C(c2ccccc2)=C1,1,1,350,350,1,[350],0.5922311,0.5922311,0.5922311,[0.5922311],0.1109460999999999,0.1109460999999999,0.1109460999999999,[0.1109460999999999],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3cccn3[B-]2(F)F)C(c2ccccc2)=C1'},1,1.0
CC1=[N+]2C(=C(c3ccc(-c4ccccn4)cc3)c3cccn3[B-]2(F)F)C(c2ccccc2)=C1,1,1,360,360,1,[360],0.5996879,0.5996879,0.5996879,[0.5996879],0.0957915999999999,0.0957915999999999,0.0957915999999999,[0.0957915999999999],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccc(-c4ccccn4)cc3)c3cccn3[B-]2(F)F)C(c2ccccc2)=C1'},1,1.0
CC1=[N+]2C(=C(c3ccc(Br)cc3)c3c(C)c(C)nn3[B-]2(F)F)C(Br)=C1Br,1,1,290,290,1,[290],0.5960491,0.5960491,0.5960491,[0.5960491],0.1268177999999999,0.1268177999999999,0.1268177999999999,[0.1268177999999999],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccc(Br)cc3)c3c(C)c(C)nn3[B-]2(F)F)C(Br)=C1Br'},1,1.0
CC1=[N+]2C(=C(c3ccc(C(F)(F)F)cc3)c3ccc(Cl)n3[B-]2(F)F)C=C1Br,1,1,320,320,1,[320],0.0,0.0,0.0,[0.0],-0.521884,-0.521884,-0.521884,[-0.521884],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccc(C(F)(F)F)cc3)c3ccc(Cl)n3[B-]2(F)F)C=C1Br'},1,1.0
CC1=[N+]2C(=C(c3ccc(C)cc3)c3cccn3[B-]2(F)F)C=C1,1,1,130,130,1,[130],0.5256766,0.5256766,0.5256766,[0.5256766],0.34443465,0.34443465,0.34443465,[0.34443465],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccc(C)cc3)c3cccn3[B-]2(F)F)C=C1'},1,1.0
CC1=[N+]2C(=C(c3ccc(Cl)cc3)c3cccn3[B-](F)(F)[B-]2(F)F)c2ccccc21,1,1,310,310,1,[310],0.5136661,0.5136661,0.5136661,[0.5136661],0.00717645,0.00717645,0.00717645,[0.00717645],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccc(Cl)cc3)c3cccn3[B-](F)(F)[B-]2(F)F)c2ccccc21'},1,1.0
CC1=[N+]2C(=C(c3ccc(F)cc3)c3cccn3[B-]2(F)F)Cc2cc(C)cc(C)c21,1,1,400,400,1,[400],0.4543087,0.4543087,0.4543087,[0.4543087],-0.0418290999999999,-0.0418290999999999,-0.0418290999999999,[-0.0418290999999999],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccc(F)cc3)c3cccn3[B-]2(F)F)Cc2cc(C)cc(C)c21'},1,1.0
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3c(oc(-c4ccc(C)cc4)c3-c3ccccc3)[B-]2(F)F)C=C1,1,1,190,190,1,[190],0.4523069,0.4523069,0.4523069,[0.4523069],0.178664,0.178664,0.178664,[0.178664],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3c(oc(-c4ccc(C)cc4)c3-c3ccccc3)[B-]2(F)F)C=C1'},1,1.0
CC1=[N+]2C(=C(c3ccccc3)c3c(C)c(C)c(C)n3[B-]2(F)F)C(=NNc2ccccc2)c2ccccc21,1,1,240,240,1,[240],0.5975893,0.5975893,0.5975893,[0.5975893],0.2329098,0.2329098,0.2329098,[0.2329098],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccccc3)c3c(C)c(C)c(C)n3[B-]2(F)F)C(=NNc2ccccc2)c2ccccc21'},1,1.0
CC1=[N+]2C(=C(c3ccccc3)c3cccn3[B-]2(F)F)c2ccccc21,1,1,370,370,1,[370],0.0,0.0,0.0,[0.0],-0.5171676000000001,-0.5171676000000001,-0.5171676000000001,[-0.5171676000000001],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccccc3)c3cccn3[B-]2(F)F)c2ccccc21'},1,1.0
CC1=[N+]2C(=C(c3ccccn3)c3cccn3[B-](F)(F)C2Cl)C(c2ccc[nH]2)=C1C(c1ccccc1)c1ccccc1,1,1,290,290,1,[290],0.4382947,0.4382947,0.4382947,[0.4382947],-0.03650815,-0.03650815,-0.03650815,[-0.03650815],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccccn3)c3cccn3[B-](F)(F)C2Cl)C(c2ccc[nH]2)=C1C(c1ccccc1)c1ccccc1'},1,1.0
CC1=[N+]2C(=C(c3cccn3C)c3cccn3[B-]2(F)F)C(c2ccccc2)=C1c1cccnc1,1,1,270,270,1,[270],0.6042753,0.6042753,0.6042753,[0.6042753],0.1566151999999999,0.1566151999999999,0.1566151999999999,[0.1566151999999999],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3cccn3C)c3cccn3[B-]2(F)F)C(c2ccccc2)=C1c1cccnc1'},1,1.0
CC1=[N+]2C(=C(c3ccncc3)c3cccn3[B-]2(F)F)C(c2ccc3ccccc3c2)=C1c1ccncc1,1,1,330,330,1,[330],0.5730758,0.5730758,0.5730758,[0.5730758],0.0909012,0.0909012,0.0909012,[0.0909012],2,2,2.0,2,[2],{'CC1=[N+]2C(=C(c3ccncc3)c3cccn3[B-]2(F)F)C(c2ccc3ccccc3c2)=C1c1ccncc1'},1,1.0
CC1=[N+]2C(=CC(=[N+]([O-])c3ccccc3)O[B-]2(F)F)C(c2ccccc2)=C1c1ccccc1,1,1,190,190,1,[190],0.4519699,0.4519699,0.4519699,[0.4519699],0.1783269999999999,0.1783269999999999,0.1783269999999999,[0.1783269999999999],2,2,2.0,2,[2],{'CC1=[N+]2C(=CC(=[N+]([O-])c3ccccc3)O[B-]2(F)F)C(c2ccccc2)=C1c1ccccc1'},1,1.0
CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)c2cccc(c2)C(c2ccccc2)=C1,1,1,240,240,1,[240],0.5080537,0.5080537,0.5080537,[0.5080537],0.1433742,0.1433742,0.1433742,[0.1433742],2,2,2.0,2,[2],{'CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)c2cccc(c2)C(c2ccccc2)=C1'},1,1.0
CC1=[N+]2C(=NC(c3ccccc3)=C(c3cccn3C)[B-]2(F)F)C(c2ccncc2)=C1c1cccnc1,1,1,330,330,1,[330],0.4223025,0.4223025,0.4223025,[0.4223025],-0.0604507999999999,-0.0604507999999999,-0.0604507999999999,[-0.0604507999999999],2,2,2.0,2,[2],{'CC1=[N+]2C(=NC(c3ccccc3)=C(c3cccn3C)[B-]2(F)F)C(c2ccncc2)=C1c1cccnc1'},1,1.0
CC1=[N+]2C(=Nc3ccccc3)C=CC2=C(c2ccccc2)c2cc(C)n(c2)[B-](F)(F)n2cccc21,1,1,310,310,1,[310],0.4672241,0.4672241,0.4672241,[0.4672241],-0.04108465,-0.04108465,-0.04108465,[-0.04108465],2,2,2.0,2,[2],{'CC1=[N+]2C(=Nc3ccccc3)C=CC2=C(c2ccccc2)c2cc(C)n(c2)[B-](F)(F)n2cccc21'},1,1.0
CC1=[N+]2C(=c3ccccc3=C3OC(=O)N3[B-]2(F)F)CC1,1,1,190,190,1,[190],0.1278733,0.1278733,0.1278733,[0.1278733],-0.1655111,-0.1655111,-0.1655111,[-0.1655111],2,2,2.0,2,[2],{'CC1=[N+]2C(=c3ccccc3=C3OC(=O)N3[B-]2(F)F)CC1'},1,1.0
CC1=[N+]2C(c3ccc(Cl)cc3)=CC1=C(c1ccc(F)cc1)c1c(Br)cc(Cl)n1[B-](F)(F)C2=Cc1ccc(Br)cc1,1,1,270,270,1,[270],0.4560521,0.4560521,0.4560521,[0.4560521],0.008392,0.008392,0.008392,[0.008392],2,2,2.0,2,[2],{'CC1=[N+]2C(c3ccc(Cl)cc3)=CC1=C(c1ccc(F)cc1)c1c(Br)cc(Cl)n1[B-](F)(F)C2=Cc1ccc(Br)cc1'},1,1.0
CC1=[N+]2C(c3ccccc3)=C3C=C(c4ccc(C)cc4)C4=[N+]3[B-]2(c2ccccc2)c2ccccc2C4=C1,1,1,220,220,1,[220],0.3425286,0.3425286,0.3425286,[0.3425286],-0.0051643,-0.0051643,-0.0051643,[-0.0051643],2,2,2.0,2,[2],{'CC1=[N+]2C(c3ccccc3)=C3C=C(c4ccc(C)cc4)C4=[N+]3[B-]2(c2ccccc2)c2ccccc2C4=C1'},1,1.0
CC1=[N+]2C(c3ccccc3)=NN(c3ccccc3)[B-](F)(F)C2=NN(c2ccccc2)C1C,1,1,170,170,1,[170],0.4049697,0.4049697,0.4049697,[0.4049697],0.1960065,0.1960065,0.1960065,[0.1960065],2,2,2.0,2,[2],{'CC1=[N+]2C(c3ccccc3)=NN(c3ccccc3)[B-](F)(F)C2=NN(c2ccccc2)C1C'},1,1.0
CC1=[N+]2C3=C(CC1)C(F)(F)C(=C1c4ccccc4C=Cc4ccccc41)C3=[O+][B-]2(F)F,1,1,360,360,1,[360],0.3047391,0.3047391,0.3047391,[0.3047391],-0.2006696499999999,-0.2006696499999999,-0.2006696499999999,[-0.2006696499999999],2,2,2.0,2,[2],{'CC1=[N+]2C3=C(CC1)C(F)(F)C(=C1c4ccccc4C=Cc4ccccc41)C3=[O+][B-]2(F)F'},1,1.0
CC1=[N+]2N=C(c3ccccc3)c3ccccc3[B-]2(C)C2=C1C(=O)CC(C)(C)C2,1,1,230,230,1,[230],0.2162506,0.2162506,0.2162506,[0.2162506],-0.1787007999999999,-0.1787007999999999,-0.1787007999999999,[-0.1787007999999999],2,2,2.0,2,[2],{'CC1=[N+]2N=C(c3ccccc3)c3ccccc3[B-]2(C)C2=C1C(=O)CC(C)(C)C2'},1,1.0
CC1=[N+]=C(c2cccnc2)C=C(c2ccccn2)C1=C1Nc2cc([N+](=O)[O-])ccc2C1=O,1,1,330,330,1,[330],0.460027,0.460027,0.460027,[0.460027],-0.0227262999999999,-0.0227262999999999,-0.0227262999999999,[-0.0227262999999999],2,2,2.0,2,[2],{'CC1=[N+]=C(c2cccnc2)C=C(c2ccccn2)C1=C1Nc2cc([N+](=O)[O-])ccc2C1=O'},1,1.0
CC1=[O+][B-](F)(F)C(c2c(C)cc(C)cc2C)=[N+]2C1=C(c1ccc(C)cc1)c1c(C)cc(C)n1[B-]2(F)F,1,1,260,260,1,[260],0.5330235,0.5330235,0.5330235,[0.5330235],0.1293796499999999,0.1293796499999999,0.1293796499999999,[0.1293796499999999],2,2,2.0,2,[2],{'CC1=[O+][B-](F)(F)C(c2c(C)cc(C)cc2C)=[N+]2C1=C(c1ccc(C)cc1)c1c(C)cc(C)n1[B-]2(F)F'},1,1.0
CC1=[S+]C(=C2C(=C(C)[O-])C(=C(C=Cc3cccc4ccccc34)c3ccccc3)S[S-]2C)[S+]=C1[O-],1,1,20,20,1,[20],0.0,0.0,0.0,[0.0],-0.0013222,-0.0013222,-0.0013222,[-0.0013222],2,2,2.0,2,[2],{'CC1=[S+]C(=C2C(=C(C)[O-])C(=C(C=Cc3cccc4ccccc34)c3ccccc3)S[S-]2C)[S+]=C1[O-]'},1,1.0
CC1=[S+]C(=C2c3cc(Br)cnc3[B-](F)(F)n3cc(C)[o+]c32)C(Br)=C1Br,1,1,290,290,1,[290],0.2742344,0.2742344,0.2742344,[0.2742344],-0.20056845,-0.20056845,-0.20056845,[-0.20056845],2,2,2.0,2,[2],{'CC1=[S+]C(=C2c3cc(Br)cnc3[B-](F)(F)n3cc(C)[o+]c32)C(Br)=C1Br'},1,1.0
CC1=[S+]c2c([O-])[nH]c3c2=CC(=[S+]1)C=CC=3,1,1,40,40,1,[40],0.0222363,0.0222363,0.0222363,[0.0222363],0.0090227,0.0090227,0.0090227,[0.0090227],2,2,2.0,2,[2],{'CC1=[S+]c2c([O-])[nH]c3c2=CC(=[S+]1)C=CC=3'},1,1.0
CC1=[SH]c2c3ccc([O-])cc3c([O-])n2C1=C[N+]#Cc1ccccc1,1,1,70,70,1,[70],0.3846543,0.3846543,0.3846543,[0.3846543],0.3507783,0.3507783,0.3507783,[0.3507783],2,2,2.0,2,[2],{'CC1=[SH]c2c3ccc([O-])cc3c([O-])n2C1=C[N+]#Cc1ccccc1'},1,1.0
CC1=c2c(-c3ccccc3)cc3c(c2-c2ccccc21)-c1ccccc1C=3c1ccccc1,1,1,350,350,1,[350],0.2108603,0.2108603,0.2108603,[0.2108603],-0.2722985,-0.2722985,-0.2722985,[-0.2722985],2,2,2.0,2,[2],{'CC1=c2c(-c3ccccc3)cc3c(c2-c2ccccc21)-c1ccccc1C=3c1ccccc1'},1,1.0
CC1=c2c(Br)cccc2=C(c2c(C)cc(Cl)cc2F)C1=Cc1c2ccccc2cc2ccccc12,1,1,390,390,1,[390],0.508998,0.508998,0.508998,[0.508998],-0.0090439000000001,-0.0090439000000001,-0.0090439000000001,[-0.0090439000000001],2,2,2.0,2,[2],{'CC1=c2c(Br)cccc2=C(c2c(C)cc(Cl)cc2F)C1=Cc1c2ccccc2cc2ccccc12'},1,1.0
CC1=c2c(c(-c3ccccc3)c3c4ccccc4c(=O)c=3oc2=Cc2ccccc2)-c2ccccc21,1,1,310,310,1,[310],0.485456,0.485456,0.485456,[0.485456],-0.0228527499999999,-0.0228527499999999,-0.0228527499999999,[-0.0228527499999999],2,2,2.0,2,[2],{'CC1=c2c(c(-c3ccccc3)c3c4ccccc4c(=O)c=3oc2=Cc2ccccc2)-c2ccccc21'},1,1.0
CC1=c2c(cc(=C(C#N)C#N)c3c2-c2ccccc2C3=C2C=CC=C(c3ccccc3)S2)-c2ccccc21,1,1,130,130,1,[130],0.0,0.0,0.0,[0.0],-0.18262625,-0.18262625,-0.18262625,[-0.18262625],2,2,2.0,2,[2],{'CC1=c2c(cc(=C(C#N)C#N)c3c2-c2ccccc2C3=C2C=CC=C(c3ccccc3)S2)-c2ccccc21'},1,1.0
CC1C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)[P-]1(#[S+])c1ccccc1,1,1,310,310,1,[310],0.0340373,0.0340373,0.0340373,[0.0340373],-0.47427145,-0.47427145,-0.47427145,[-0.47427145],2,2,2.0,2,[2],{'CC1C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)[P-]1(#[S+])c1ccccc1'},1,1.0
CC1C(c2ccccc2)OC(=O)N1C(C#N)c1ccccc1,1,1,120,120,1,[120],0.0,0.0,0.0,[0.0],-0.1206233,-0.1206233,-0.1206233,[-0.1206233],2,2,2.0,2,[2],{'CC1C(c2ccccc2)OC(=O)N1C(C#N)c1ccccc1'},1,1.0
CC1C(c2ccccc2)c2ccccc2C12c1ccccc1Oc1ccccc12,1,1,80,80,1,[80],0.0042969,0.0042969,0.0042969,[0.0042969],-0.0660420499999999,-0.0660420499999999,-0.0660420499999999,[-0.0660420499999999],2,2,2.0,2,[2],{'CC1C(c2ccccc2)c2ccccc2C12c1ccccc1Oc1ccccc12'},1,1.0
CC1C2=C(c3ccccc31)C(c1ccccc1)(c1ccccn1)OC2=Cc1cc2ccccc2c2ccccc12,1,1,130,130,1,[130],0.4501036,0.4501036,0.4501036,[0.4501036],0.26886165,0.26886165,0.26886165,[0.26886165],2,2,2.0,2,[2],{'CC1C2=C(c3ccccc31)C(c1ccccc1)(c1ccccn1)OC2=Cc1cc2ccccc2c2ccccc12'},1,1.0
CC1C2OC(=O)CC2CC1(C)O,1,1,20,20,1,[20],4.6e-05,4.6e-05,4.6e-05,[4.6e-05],-0.0012762,-0.0012762,-0.0012762,[-0.0012762],2,2,2.0,2,[2],{'CC1C2OC(=O)CC2CC1(C)O'},1,1.0
CC1C=C(c2cccc3ccccc23)OC=CC1=O,1,1,130,130,1,[130],0.0455425,0.0455425,0.0455425,[0.0455425],-0.13708375,-0.13708375,-0.13708375,[-0.13708375],2,2,2.0,2,[2],{'CC1C=C(c2cccc3ccccc23)OC=CC1=O'},1,1.0
CC1CC(=O)CC=CC2c3cc(Br)ccc3NC12,1,1,20,20,1,[20],0.0173008,0.0173008,0.0173008,[0.0173008],0.0161003,0.0161003,0.0161003,[0.0161003],2,2,2.0,2,[2],{'CC1CC(=O)CC=CC2c3cc(Br)ccc3NC12'},1,1.0
CC1CCC(Br)C2=CC(=O)C3(C)C(=O)C3C21O,1,1,30,30,1,[30],0.0406699,0.0406699,0.0406699,[0.0406699],0.0376086,0.0376086,0.0376086,[0.0376086],2,2,2.0,2,[2],{'CC1CCC(Br)C2=CC(=O)C3(C)C(=O)C3C21O'},1,1.0
CC1CCC(C(C)C)C([O+]=[P-]2(=O)Oc3ccccc3C3(C)C4OC5C(C4C)C(C)(Cc4ccc(=O)oc4)C2C53)C1,1,1,70,70,1,[70],0.0,0.0,0.0,[0.0],-0.0345933499999999,-0.0345933499999999,-0.0345933499999999,[-0.0345933499999999],2,2,2.0,2,[2],{'CC1CCC(C(C)C)C([O+]=[P-]2(=O)Oc3ccccc3C3(C)C4OC5C(C4C)C(C)(Cc4ccc(=O)oc4)C2C53)C1'},1,1.0
CC1CCC2(C)C(=CCC3C4(C)CC(=O)C5C(CO)=CCCC5C4C(O)CC32C)C1,1,1,20,20,1,[20],0.0185816,0.0185816,0.0185816,[0.0185816],0.0173811,0.0173811,0.0173811,[0.0173811],2,2,2.0,2,[2],{'CC1CCC2(C)C(=CCC3C4(C)CC(=O)C5C(CO)=CCCC5C4C(O)CC32C)C1'},1,1.0
CC1CCC2C(Cl)(Cl)C2(O)C1=O,1,1,60,60,1,[60],0.0050619,0.0050619,0.0050619,[0.0050619],-0.0192803,-0.0192803,-0.0192803,[-0.0192803],2,2,2.0,2,[2],{'CC1CCC2C(Cl)(Cl)C2(O)C1=O'},1,1.0
CC1CCN2C(=O)C3=C(O)c4ccccc4C(=C2C1)C31CC(c2ccccc2)=NC1(C#N)C(=O)c1ccccc1,1,1,110,110,1,[110],0.1383282,0.1383282,0.1383282,[0.1383282],-0.0151405,-0.0151405,-0.0151405,[-0.0151405],2,2,2.0,2,[2],{'CC1CCN2C(=O)C3=C(O)c4ccccc4C(=C2C1)C31CC(c2ccccc2)=NC1(C#N)C(=O)c1ccccc1'},1,1.0
CC1CNC(=C2N=[N+]([O-])C(c3ccccc3)=C2C(=O)c2ccccc2)C1=Cc1ccccc1,1,1,200,200,1,[200],0.3158807,0.3158807,0.3158807,[0.3158807],0.0157775,0.0157775,0.0157775,[0.0157775],2,2,2.0,2,[2],{'CC1CNC(=C2N=[N+]([O-])C(c3ccccc3)=C2C(=O)c2ccccc2)C1=Cc1ccccc1'},1,1.0
CC1Cc2cccc3cccc(c23)N1O,1,1,40,40,1,[40],0.0096402,0.0096402,0.0096402,[0.0096402],-0.0040399,-0.0040399,-0.0040399,[-0.0040399],2,2,2.0,2,[2],{'CC1Cc2cccc3cccc(c23)N1O'},1,1.0
CC1OC(=O)C(c2ccccc2)C1c1ccccc1,1,1,80,80,1,[80],0.0010013,0.0010013,0.0010013,[0.0010013],-0.06933765,-0.06933765,-0.06933765,[-0.06933765],2,2,2.0,2,[2],{'CC1OC(=O)C(c2ccccc2)C1c1ccccc1'},1,1.0
CC1OC(=O)C2(C(=O)C=C(n3cccn3)N(c3ccccc3)C2c2ccccc2)C1=O,1,1,20,20,1,[20],0.07934,0.07934,0.07934,[0.07934],0.0781395,0.0781395,0.0781395,[0.0781395],2,2,2.0,2,[2],{'CC1OC(=O)C2(C(=O)C=C(n3cccn3)N(c3ccccc3)C2c2ccccc2)C1=O'},1,1.0
CC1OC2=C1N=c1c(sc3ccccc13)=CC(=[S+]Cc1ccccc1Cl)C=C2,1,1,170,170,1,[170],0.199039,0.199039,0.199039,[0.199039],-0.0114563,-0.0114563,-0.0114563,[-0.0114563],2,2,2.0,2,[2],{'CC1OC2=C1N=c1c(sc3ccccc13)=CC(=[S+]Cc1ccccc1Cl)C=C2'},1,1.0
CC1O[C-]([c-]2[cH+][cH-][cH+][cH-][cH+]2)[C+]([c-]2[cH+][cH-][cH+][cH-][cH+]2)[C+]1[P+]([c-]1[c+](C(C)C)[cH-][cH+][cH-][c+]1C(C)C)(C1CCCCC1)C12CC3CC(CC(C3)C1)C2,1,1,40,40,1,[40],0.0,0.0,0.0,[0.0],-0.0136801,-0.0136801,-0.0136801,[-0.0136801],2,2,2.0,2,[2],{'CC1O[C-]([c-]2[cH+][cH-][cH+][cH-][cH+]2)[C+]([c-]2[cH+][cH-][cH+][cH-][cH+]2)[C+]1[P+]([c-]1[c+](C(C)C)[cH-][cH+][cH-][c+]1C(C)C)(C1CCCCC1)C12CC3CC(CC(C3)C1)C2'},1,1.0
CC1c2c(c3ccccc3c3ccccc23)C(c2ccccc2)C2=Cc3ccccc3C21,1,1,160,160,1,[160],0.0707528,0.0707528,0.0707528,[0.0707528],-0.1821362999999999,-0.1821362999999999,-0.1821362999999999,[-0.1821362999999999],2,2,2.0,2,[2],{'CC1c2c(c3ccccc3c3ccccc23)C(c2ccccc2)C2=Cc3ccccc3C21'},1,1.0
CC1c2c3c4c(C(F)(F)F)cc5ccccc5[n+]-3c(C(=O)c3ccccc3)c2=C([N+](=O)[O-])C=C(C(F)(F)F)C2=CC=4C21,1,1,180,180,1,[180],0.4328565,0.4328565,0.4328565,[0.4328565],0.1793297499999999,0.1793297499999999,0.1793297499999999,[0.1793297499999999],2,2,2.0,2,[2],{'CC1c2c3c4c(C(F)(F)F)cc5ccccc5[n+]-3c(C(=O)c3ccccc3)c2=C([N+](=O)[O-])C=C(C(F)(F)F)C2=CC=4C21'},1,1.0
CC1c2cc3ccccc3cc2N(Cc2ccccc2)c2ccc3ccccc3c21,1,1,40,40,1,[40],0.064362,0.064362,0.064362,[0.064362],0.0511484,0.0511484,0.0511484,[0.0511484],2,2,2.0,2,[2],{'CC1c2cc3ccccc3cc2N(Cc2ccccc2)c2ccc3ccccc3c21'},1,1.0
CC1c2ccccc2C(=O)C12Oc1ccccc1N2C,1,1,160,160,1,[160],0.0567726,0.0567726,0.0567726,[0.0567726],-0.1961164999999999,-0.1961164999999999,-0.1961164999999999,[-0.1961164999999999],2,2,2.0,2,[2],{'CC1c2ccccc2C(=O)C12Oc1ccccc1N2C'},1,1.0
CC=C(C)C=C1OC2(C(=O)OC)C1C1OC1CC13C(=O)C1C(C)=CC32,1,1,70,70,1,[70],0.0,0.0,0.0,[0.0],-0.0345933499999999,-0.0345933499999999,-0.0345933499999999,[-0.0345933499999999],2,2,2.0,2,[2],{'CC=C(C)C=C1OC2(C(=O)OC)C1C1OC1CC13C(=O)C1C(C)=CC32'},1,1.0
CC=C1C(=Nc2ccc(N=Nc3ccc(OC)cc3)cc2)c2ccccc2N1C=C1C=CC=C1,1,1,200,200,1,[200],0.0,0.0,0.0,[0.0],-0.3047484,-0.3047484,-0.3047484,[-0.3047484],2,2,2.0,2,[2],{'CC=C1C(=Nc2ccc(N=Nc3ccc(OC)cc3)cc2)c2ccccc2N1C=C1C=CC=C1'},1,1.0
